file,window_idx,mean_ax_m/s/s,mean_ay_m/s/s,mean_az_m/s/s,mean_gx_deg/s,mean_gy_deg/s,mean_gz_deg/s,std_ax_m/s/s,std_ay_m/s/s,std_az_m/s/s,std_gx_deg/s,std_gy_deg/s,std_gz_deg/s,sma,dominant_freq_ax_m/s/s,dominant_freq_ay_m/s/s,dominant_freq_az_m/s/s,dominant_freq_gx_deg/s,dominant_freq_gy_deg/s,dominant_freq_gz_deg/s,activity
C001_1585,3,1.1770909822427815,9.548491289628553,2.522566466758091,0.03455200973063881,-0.4071349238006556,-0.0876995133848855,0.2971783276702441,0.675596414810336,0.24898913475720436,0.11554913605883663,0.12469461089600885,0.06981803980034411,13.248148738629425,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,6.000000000000128,2.0000000000000426,walk
C001_1585,4,1.18301835127674,9.63499916640778,1.9577119822027018,0.006584734621581174,0.16404346862012353,0.10237754418107796,0.2808617474818935,0.6216408832018769,0.6630341000528877,0.1521281649964962,0.5971941559809892,0.20661441130551783,12.775729499887223,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
C002_1585,0,1.259987020429266,9.11198751886274,2.0971527943621555,0.12178200654279409,0.06412844714661502,-0.06140238441579327,0.14367063334802938,0.5362554305607025,0.4033116271831865,0.07735745275258817,0.1328904583208372,0.062473407912795556,12.46912733365416,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,4.000000000000085,2.0000000000000426,walk
C002_1585,1,1.9576692866046157,9.457366198689055,2.04591610570028,0.06853416335368522,-0.015176510532493541,-0.03201419138703114,0.7290407521485969,1.4187024393788268,0.5188413622425702,0.1331914095846057,0.22685318332097926,0.10782157563818774,13.460951590993949,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
C002_1585,2,2.3272445310387386,9.518625673038597,1.697397699851253,-0.1024509231857343,0.031121167035419867,0.039169267360770116,0.5499294245318664,1.6935771421292647,0.3449182595438525,0.1334263889841693,0.3578663772378902,0.10259543143421171,13.54326790392859,2.0000000000000426,4.000000000000085,4.000000000000085,4.000000000000085,4.000000000000085,4.000000000000085,walk
C003_1585,0,0.5154746420625093,9.443080731828312,1.4549804994848272,0.025158972959887643,-0.20875254331985968,-0.18258569675986058,0.5480879883094661,0.4251899977586238,0.17325929239599552,0.1603494476005335,0.25760923883387743,0.1880701537718915,11.499344554681361,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
C003_1585,1,0.6294216160587021,9.219120499052968,1.6808692768021785,0.18931954202351947,-0.6406588381424201,-0.40443703762967503,0.7936607404391757,0.6125129290809189,0.36292486940576235,0.21762503041558318,0.4509236788499509,0.1790007029254497,11.615220073219561,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,4.000000000000085,2.0000000000000426,walk
C003_1585,2,1.3922088633625294,10.002317635602845,2.274370817910886,0.2306694507308472,-0.35166073866129693,-0.2476309809704919,0.5609622108357596,1.1770793930074042,0.4001287575426701,0.16934422584355335,0.6769052915673546,0.41520555348868865,13.668897316876262,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
C011_1585,0,1.418224552917473,8.986111287246493,2.071630902535212,-0.007485497896037521,-0.453660148614952,-0.11000100822683018,0.8202676356837464,0.6115860597705539,0.4177937275294707,0.2801962062870163,0.9611290718051776,0.0867584287774245,12.475966742699176,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
C011_1585,1,2.8259929713052965,8.862659928028089,1.6195017575093766,0.14638560207311385,0.0033239087305626945,0.028710488880647464,0.8542964811941748,1.2475174701311984,0.4153501226608625,0.21874649109057406,0.5029789136137881,0.2247182284126623,13.30815465684276,2.0000000000000426,4.000000000000085,4.000000000000085,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
C011_1585,2,2.966121104378949,9.67077987317409,1.3629161666587288,0.034135284844106,0.13013340202350157,0.14620677630671292,0.889965705475839,1.4115354388023948,0.3386647277967937,0.1792274207223274,0.5809595269223832,0.12995900704914756,13.999817144211766,2.0000000000000426,2.0000000000000426,6.000000000000128,2.0000000000000426,2.0000000000000426,2.0000000000000426,walk
C012_1585,0,0.70757816692817,9.397714433934743,1.602183086491072,0.09631390569659842,0.06684862127899445,-0.02046248594785058,0.09614885581926264,0.06614763506795239,0.14730133142077145,0.06676110413047898,0.08983978153664789,0.03727461895418754,11.707475687353984,2.0000000000000426,4.000000000000085,2.0000000000000426,2.0000000000000426,4.000000000000085,2.0000000000000426,walk
